Enrollment Month,Plan Type,County,Plan Name, Count of Enrollees ,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2007-05,Geographic Managed Care,San Diego ,Blue Cross San Diego GMC,"26,856",None,None
2007-05,Geographic Managed Care,Sacramento,Care 1st Healthplan,"4,551",None,None
2007-05,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"3,060",None,None
2007-05,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"70,378",None,None
2007-05,Geographic Managed Care,Sacramento,Health Net/Sac,"27,351",None,None
2007-05,Geographic Managed Care,San Diego ,Health Net/San Diego,"16,113",None,None
2007-05,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"20,050",None,None
2007-05,Geographic Managed Care,San Diego ,Kaiser/San Diego,"9,736",None,None
2007-05,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"15,593",None,None
2007-05,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"43,618",None,None
2007-05,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,"12,244",None,None
2007-05,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,81,None,None
2007-05,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,930,None,None
2007-05,Prepaid Health Plan,Marin,Kaiser/Marin,622,None,None
2007-05,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,"1,513",None,None
2007-05,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,838,None,None
2007-05,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,665",None,None
2007-05,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,526,None,None
2007-05,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,265,None,None
2007-05,SCAN,Los Angeles,SCAN Hlth Plan / LA,"2,412",None,None
2007-05,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,679,None,None
2007-05,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,301,None,None
2007-05,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,403,None,None
2007-05,Special Project,Contra Costa,Center for Elders Independence,20,None,None
2007-05,Special Project,Alameda,Cntr Elders Indep/Alameda,374,None,None
2007-05,Special Project,San Francisco,Family Mosaic Prj / SF,129,None,None
2007-05,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2007-05,Special Project,Sacramento,Sutter SeniorCare/Sac,183,None,None
2007-05,Two-Plan,Alameda,Alameda Alliance for Hlth,"73,535",None,None
2007-05,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"27,390",None,None
2007-05,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"10,191",None,None
2007-05,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"144,142",None,None
2007-05,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,"27,006",None,None
2007-05,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"32,411",None,None
2007-05,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"11,998",None,None
2007-05,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,"45,186",None,None
2007-05,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"72,483",None,None
2007-05,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"44,204",None,None
2007-05,Two-Plan,Los Angeles,Health Net / LA,"432,832",None,None
2007-05,Two-Plan,Fresno,Health Net /Fresno,"26,953",None,None
2007-05,Two-Plan,Kern,Health Net/Kern,"22,180",None,None
2007-05,Two-Plan,Stanislaus,Health Net/Stanislaus,"13,710",None,None
2007-05,Two-Plan,Tulare,Health Net/Tulare,"15,572",None,None
2007-05,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"57,453",None,None
2007-05,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"123,838",None,None
2007-05,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"135,794",None,None
2007-05,Two-Plan,Kern,Kern Hlth Systems,"92,507",None,None
2007-05,Two-Plan,Los Angeles,LA CARE,"745,264",None,None
2007-05,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"32,855",None,None
2007-05,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"49,326",None,None
2007-05,Two-Plan,San Francisco,San Francisco Hlth Plan,"31,835",None,None
2007-05,Two-Plan,Santa Clara,Santa Clara Family Hlth,"73,841",None,None
2007-06,COHS,Orange,CalOPTIMA / Orange,"296,390",None,None
2007-06,COHS,Monterey,Central California Alliance for Health/Monterey,"55,048",None,None
2007-06,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"31,046",None,None
2007-06,COHS,San Mateo,Hlth Plan of San Mateo,"50,307",None,None
2007-06,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"23,558",None,None
2007-06,COHS,Napa,Partnership HP of CA/Napa,"10,819",None,None
2007-06,COHS,Solano,Partnership HP of CA/Solano,"52,377",None,None
2007-06,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"54,577",None,None
2007-06,Dental,Los Angeles,Access Dental Plan/LA,"62,476",None,None
2007-06,Dental,Sacramento,Access Dental Plan/Sacto,"51,000",None,None
2007-06,Dental,Los Angeles,American Health Guard - Dental/LA,"18,060",None,None
2007-06,Dental,Los Angeles,Care1st Health Plan Dental,"17,084",None,None
2007-06,Dental,San Bernardino,Care1st Health Plan Dental,190,None,None
2007-06,Dental,Los Angeles,Community Dental Svcs Inc (LA),"5,363",None,None
2007-06,Dental,Sacramento,Community Dental Svcs./Sacto,"13,102",None,None
2007-06,Dental,Los Angeles,Health Net of California,"31,628",None,None
2007-06,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"6,081",None,None
2007-06,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"25,741",None,None
2007-06,Dental,Los Angeles,Safeguard Dental Inc.,"27,326",None,None
2007-06,Dental,Riverside,Safeguard Dental Inc.,119,None,None
2007-06,Dental,San Bernardino,Safeguard Dental Inc.,715,None,None
2007-06,Dental,Riverside,Western Dental Svcs (Riverside),238,None,None
2007-06,Dental,San Bernardino,Western Dental Svcs (San Bernardino),494,None,None
2007-06,Dental,Los Angeles,Western Dental Svcs/LA,"53,120",None,None
2007-06,Dental,Sacramento,Western Dental Svcs/Sacto,"75,155",None,None
2007-06,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"83,424",None,None
2007-06,Geographic Managed Care,San Diego ,Blue Cross San Diego GMC,"27,171",None,None
2007-06,Geographic Managed Care,Sacramento,Care 1st Healthplan,"4,691",None,None
2007-06,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"3,184",None,None
2007-06,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"70,377",None,None
2007-06,Geographic Managed Care,Sacramento,Health Net/Sac,"27,358",None,None
2007-06,Geographic Managed Care,San Diego ,Health Net/San Diego,"16,284",None,None
2007-06,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"20,040",None,None
2007-06,Geographic Managed Care,San Diego ,Kaiser/San Diego,"9,737",None,None
2007-06,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"15,617",None,None
2007-06,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"43,047",None,None
2007-06,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,"12,321",None,None
2007-06,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,82,None,None
2007-06,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,929,None,None
2007-06,Prepaid Health Plan,Marin,Kaiser/Marin,619,None,None
2007-06,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,"1,522",None,None
2007-06,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,853,None,None
2007-06,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,696",None,None
2007-06,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,537,None,None
2007-06,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,264,None,None
2007-06,SCAN,Los Angeles,SCAN Hlth Plan / LA,"2,426",None,None
2007-06,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,672,None,None
2007-06,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,312,None,None
2007-06,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,419,None,None
2007-06,Special Project,Contra Costa,Center for Elders Independence,19,None,None
2007-06,Special Project,Alameda,Cntr Elders Indep/Alameda,380,None,None
2007-06,Special Project,San Francisco,Family Mosaic Prj / SF,123,None,None
2007-06,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2007-06,Special Project,Sacramento,Sutter SeniorCare/Sac,183,None,None
2007-06,Two-Plan,Alameda,Alameda Alliance for Hlth,"74,202",None,None
2007-06,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"27,518",None,None
2007-06,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"10,323",None,None
2007-06,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"146,292",None,None
2007-06,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,"27,001",None,None
2007-06,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"32,287",None,None
2007-06,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"12,049",None,None
2007-06,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,"45,681",None,None
2007-06,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"73,580",None,None
2007-06,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"44,695",None,None
2007-06,Two-Plan,Los Angeles,Health Net / LA,"432,256",None,None
2007-06,Two-Plan,Fresno,Health Net /Fresno,"27,285",None,None
2007-06,Two-Plan,Kern,Health Net/Kern,"22,362",None,None
2007-06,Two-Plan,Stanislaus,Health Net/Stanislaus,"13,835",None,None
2007-06,Two-Plan,Tulare,Health Net/Tulare,"15,694",None,None
2007-06,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"58,017",None,None
2007-06,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"126,669",None,None
2007-06,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"137,929",None,None
2007-06,Two-Plan,Kern,Kern Hlth Systems,"92,213",None,None
2007-06,Two-Plan,Los Angeles,LA CARE,"749,612",None,None
2007-06,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"33,032",None,None
2007-06,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"49,441",None,None
2007-06,Two-Plan,San Francisco,San Francisco Hlth Plan,"32,057",None,None
2007-06,Two-Plan,Santa Clara,Santa Clara Family Hlth,"74,372",None,None
2007-07,COHS,Orange,CalOPTIMA / Orange,"296,558",None,None
2007-07,COHS,Monterey,Central California Alliance for Health/Monterey,"55,064",None,None
2007-07,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"31,155",None,None
2007-07,COHS,San Mateo,Hlth Plan of San Mateo,"50,442",None,None
2007-07,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"23,652",None,None
2007-07,COHS,Napa,Partnership HP of CA/Napa,"10,817",None,None
2007-07,COHS,Solano,Partnership HP of CA/Solano,"52,628",None,None
2007-07,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"54,672",None,None
2007-07,Dental,Los Angeles,Access Dental Plan/LA,"62,847",None,None
2007-07,Dental,Sacramento,Access Dental Plan/Sacto,"51,195",None,None
2007-07,Dental,Los Angeles,American Health Guard - Dental/LA,"18,275",None,None
2007-07,Dental,Los Angeles,Care1st Health Plan Dental,"16,948",None,None
2007-07,Dental,San Bernardino,Care1st Health Plan Dental,182,None,None
2007-07,Dental,Los Angeles,Community Dental Svcs Inc (LA),"5,330",None,None
2007-07,Dental,Sacramento,Community Dental Svcs./Sacto,"13,224",None,None
2007-07,Dental,Los Angeles,Health Net of California,"31,183",None,None
2007-07,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"6,040",None,None
2007-07,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"25,777",None,None
2007-07,Dental,Los Angeles,Safeguard Dental Inc.,"26,644",None,None
2007-07,Dental,Riverside,Safeguard Dental Inc.,120,None,None
2007-07,Dental,San Bernardino,Safeguard Dental Inc.,700,None,None
2007-07,Dental,Riverside,Western Dental Svcs (Riverside),235,None,None
2007-07,Dental,San Bernardino,Western Dental Svcs (San Bernardino),479,None,None
2007-07,Dental,Los Angeles,Western Dental Svcs/LA,"52,085",None,None
2007-07,Dental,Sacramento,Western Dental Svcs/Sacto,"75,592",None,None
2007-07,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"83,742",None,None
2007-07,Geographic Managed Care,San Diego ,Blue Cross San Diego GMC,"27,534",None,None
2007-07,Geographic Managed Care,Sacramento,Care 1st Healthplan,"4,784",None,None
2007-07,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"3,416",None,None
2007-07,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"70,439",None,None
2007-07,Geographic Managed Care,Sacramento,Health Net/Sac,"27,323",None,None
2007-07,Geographic Managed Care,San Diego ,Health Net/San Diego,"16,461",None,None
2007-07,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"20,168",None,None
2007-07,Geographic Managed Care,San Diego ,Kaiser/San Diego,"9,796",None,None
2007-07,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"15,771",None,None
2007-07,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"42,880",None,None
2007-07,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,"12,428",None,None
2007-07,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,83,None,None
2007-07,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,932,None,None
2007-07,Prepaid Health Plan,Marin,Kaiser/Marin,616,None,None
2007-07,Prepaid Health Plan,Sonoma,Kaiser/Sonoma,"1,535",None,None
2007-07,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,855,None,None
2007-07,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,673",None,None
2007-07,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,544,None,None
2007-07,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,264,None,None
2007-07,SCAN,Los Angeles,SCAN Hlth Plan / LA,"2,401",None,None
2007-07,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,665,None,None
2007-07,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,311,None,None
2007-07,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,413,None,None
2007-07,Special Project,Contra Costa,Center for Elders Independence,19,None,None
2007-07,Special Project,Alameda,Cntr Elders Indep/Alameda,389,None,None
2007-07,Special Project,San Francisco,Family Mosaic Prj / SF,122,None,None
2007-07,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2007-07,Special Project,Sacramento,Sutter SeniorCare/Sac,182,None,None
2007-07,Two-Plan,Alameda,Alameda Alliance for Hlth,"74,828",None,None
2007-07,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"27,457",None,None
2007-07,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"10,464",None,None
2007-07,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"146,897",None,None
2007-07,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,"27,180",None,None
2007-07,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"32,065",None,None
2007-07,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"12,091",None,None
2007-07,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,"45,847",None,None
2007-07,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"73,942",None,None
2007-07,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"45,276",None,None
2007-07,Two-Plan,Los Angeles,Health Net / LA,"424,335",None,None
2007-07,Two-Plan,Fresno,Health Net /Fresno,"27,322",None,None
2007-07,Two-Plan,Kern,Health Net/Kern,"22,757",None,None
2007-07,Two-Plan,Stanislaus,Health Net/Stanislaus,"13,886",None,None
2007-07,Two-Plan,Tulare,Health Net/Tulare,"15,755",None,None
2007-07,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"58,449",None,None
2007-07,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"127,697",None,None
2007-07,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"139,344",None,None
2007-07,Two-Plan,Kern,Kern Hlth Systems,"92,489",None,None
2007-07,Two-Plan,Los Angeles,LA CARE,"740,689",None,None
2007-07,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"32,872",None,None
2007-07,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"49,096",None,None
2007-07,Two-Plan,San Francisco,San Francisco Hlth Plan,"32,011",None,None
2007-07,Two-Plan,Santa Clara,Santa Clara Family Hlth,"74,676",None,None
2007-08,COHS,Orange,CalOPTIMA / Orange,"297,371",None,None
2007-08,COHS,Monterey,Central California Alliance for Health/Monterey,"55,415",None,None
2007-08,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"31,194",None,None
2007-08,COHS,San Mateo,Hlth Plan of San Mateo,"50,649",None,None
2007-08,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"23,604",None,None
2007-08,COHS,Napa,Partnership HP of CA/Napa,"10,845",None,None
2007-08,COHS,Solano,Partnership HP of CA/Solano,"53,123",None,None
2007-08,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"54,717",None,None
2007-08,Dental,Los Angeles,Access Dental Plan/LA,"63,152",None,None
2007-08,Dental,Sacramento,Access Dental Plan/Sacto,"51,466",None,None
2007-08,Dental,Los Angeles,American Health Guard - Dental/LA,"18,042",None,None
2007-08,Dental,Los Angeles,Care1st Health Plan Dental,"16,945",None,None
2007-08,Dental,San Bernardino,Care1st Health Plan Dental,180,None,None
2007-08,Dental,Los Angeles,Community Dental Svcs Inc (LA),"5,301",None,None
2007-08,Dental,Sacramento,Community Dental Svcs./Sacto,"13,232",None,None
2007-08,Dental,Los Angeles,Health Net of California,"30,785",None,None
2007-08,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"5,971",None,None
2007-08,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"25,999",None,None
2007-08,Dental,Los Angeles,Safeguard Dental Inc.,"26,052",None,None
2007-08,Dental,Riverside,Safeguard Dental Inc.,117,None,None
2007-08,Dental,San Bernardino,Safeguard Dental Inc.,688,None,None
2007-08,Dental,Riverside,Western Dental Svcs (Riverside),229,None,None
2007-08,Dental,San Bernardino,Western Dental Svcs (San Bernardino),473,None,None
2007-08,Dental,Los Angeles,Western Dental Svcs/LA,"51,643",None,None
2007-08,Dental,Sacramento,Western Dental Svcs/Sacto,"75,970",None,None
2007-08,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"84,019",None,None
2007-08,Geographic Managed Care,San Diego ,Blue Cross San Diego GMC,"27,782",None,None
2007-08,Geographic Managed Care,Sacramento,Care 1st Healthplan,"4,919",None,None
2007-08,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"3,586",None,None
2007-08,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"70,659",None,None
2007-08,Geographic Managed Care,Sacramento,Health Net/Sac,"27,257",None,None
2007-08,Geographic Managed Care,San Diego ,Health Net/San Diego,"16,749",None,None
2007-08,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"20,309",None,None
2007-08,Geographic Managed Care,San Diego ,Kaiser/San Diego,"9,871",None,None
2007-08,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"15,822",None,None
2007-08,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"42,700",None,None
2007-08,Geographic Managed Care,Sacramento,Western Hlth Adv/Sac,"12,491",None,None
